Season,Lg,Tm,W,L,Finish,,Age,Ht.,Wt.,,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2010-11,NBA,DEN,50,32,2,,27.3,6-6,224,,82,240.3,38.4,80.6,.476,8.1,20.8,.388,30.3,59.9,.506,22.7,29.6,.765,9.6,32.3,42.0,22.1,7.4,4.3,14.1,21.0,107.5
2009-10,NBA,DEN,53,29,1,,27.7,6-6,225,,82,241.2,38.1,81.4,.468,6.6,18.5,.359,31.5,62.9,.500,23.6,30.6,.772,10.8,30.5,41.4,21.0,8.3,5.1,13.9,22.5,106.5
2008-09,NBA,DEN,54,28,1,,27.7,6-6,224,,82,240.6,37.3,79.4,.470,6.7,18.0,.371,30.6,61.4,.499,23.1,30.3,.760,11.0,30.6,41.6,22.2,8.7,6.0,15.3,22.9,104.3
2007-08,NBA,DEN,50,32,2,,28.5,6-6,214,,82,242.1,40.3,85.8,.470,6.9,19.6,.355,33.4,66.3,.504,23.1,30.7,.751,11.2,32.9,44.1,24.7,9.2,6.7,14.7,21.1,110.7
2006-07,NBA,DEN,45,37,2,,26.5,6-6,215,,82,241.2,38.6,83.0,.465,5.9,17.6,.336,32.7,65.4,.500,22.3,29.9,.746,12.2,31.2,43.4,23.4,8.3,5.3,16.5,21.4,105.4
2005-06,NBA,DEN,44,38,1,,27.4,6-5,213,,82,243.0,37.5,81.4,.461,4.3,13.1,.325,33.3,68.2,.487,21.0,28.2,.744,11.0,30.3,41.3,23.4,8.5,5.6,14.8,22.7,100.3
2004-05,NBA,DEN,49,33,2,,26.7,6-6,213,,82,240.9,37.0,80.7,.459,3.9,11.5,.340,33.1,69.2,.479,21.5,28.2,.763,11.8,30.2,42.0,23.9,9.1,6.0,14.9,22.9,99.5
2003-04,NBA,DEN,43,39,6,,25.6,6-6,215,,82,240.6,36.5,82.5,.443,4.0,12.0,.336,32.5,70.5,.461,20.2,26.3,.767,13.2,29.1,42.3,21.9,9.1,6.3,15.6,22.0,97.2
2002-03,NBA,DEN,17,65,7,,24.1,6-7,221,,82,240.6,32.8,79.8,.411,2.8,10.0,.278,30.0,69.8,.430,15.8,22.6,.699,13.6,28.8,42.4,21.2,8.7,5.1,18.5,25.1,84.2
2001-02,NBA,DEN,27,55,6,,28.2,6-6,213,,82,241.5,35.5,83.8,.424,5.2,15.7,.329,30.4,68.1,.446,15.9,21.4,.744,13.6,28.2,41.8,22.2,7.5,5.6,14.7,22.8,92.2
2000-01,NBA,DEN,40,42,6,,27.9,6-6,209,,82,241.2,36.3,83.9,.433,6.2,17.6,.355,30.1,66.3,.454,17.7,24.0,.737,12.7,31.5,44.2,24.0,6.7,6.6,13.9,22.2,96.6
1999-00,NBA,DEN,35,47,5,,25.9,6-7,211,,82,242.1,37.3,84.3,.442,5.7,17.0,.336,31.5,67.2,.469,18.7,25.8,.724,13.1,31.6,44.7,23.3,6.8,7.5,15.6,23.9,99.0
1998-99,NBA,DEN,14,36,6,,24.6,6-5,210,,50,240.5,33.6,79.8,.421,6.0,18.4,.328,27.6,61.3,.450,20.2,26.5,.762,12.9,27.8,40.8,19.4,7.5,5.5,14.8,22.9,93.5
1997-98,NBA,DEN,11,71,7,,26.5,6-6,214,,82,240.6,32.6,78.2,.417,3.5,10.9,.323,29.1,67.3,.433,20.2,26.2,.772,12.7,26.3,39.0,18.9,8.1,4.8,16.0,23.6,89.0
1996-97,NBA,DEN,21,61,5,,28.6,6-6,212,,82,243.0,35.8,81.5,.439,7.8,20.9,.372,28.0,60.7,.462,18.5,24.3,.761,12.1,29.9,42.0,23.0,6.1,5.9,16.6,21.8,97.8
1995-96,NBA,DEN,35,47,4,,26.8,6-7,212,,82,241.8,36.6,81.2,.451,4.8,14.0,.346,31.8,67.2,.473,19.7,26.5,.743,12.9,30.3,43.2,22.6,6.4,7.3,15.4,23.0,97.7
1994-95,NBA,DEN,41,41,4,,26.6,6-7,210,,82,243.7,37.8,78.8,.479,5.0,14.1,.356,32.7,64.6,.507,20.7,28.1,.738,12.7,29.3,42.0,22.4,8.0,7.1,16.8,25.2,101.3
1993-94,NBA,DEN,42,40,4,,24.8,6-6,211,,82,240.9,38.5,82.7,.465,2.1,7.3,.285,36.4,75.4,.483,21.2,29.5,.718,13.5,31.2,44.7,21.5,8.3,8.4,17.3,23.5,100.3
1992-93,NBA,DEN,36,46,4,,24.8,6-6,207,,82,241.8,40.9,88.8,.460,1.7,5.5,.304,39.2,83.3,.471,21.8,28.8,.756,15.4,31.3,46.7,21.2,7.9,6.9,17.2,24.9,105.2
1991-92,NBA,DEN,24,58,4,,25.7,6-7,204,,82,241.2,39.8,90.0,.442,1.5,5.1,.301,38.2,84.9,.450,18.6,25.2,.738,16.5,28.7,45.1,18.9,9.4,5.6,17.6,24.2,99.7
1990-91,NBA,DEN,20,62,7,,26.5,6-6,205,,82,240.6,47.6,108.1,.440,3.7,12.9,.283,43.9,95.2,.461,21.0,27.6,.763,18.5,30.9,49.4,24.5,10.4,5.0,16.2,27.3,119.9
1989-90,NBA,DEN,43,39,4,,29.5,6-5,198,,82,241.5,45.3,97.7,.464,2.8,8.3,.337,42.5,89.5,.475,21.2,26.8,.789,14.3,30.9,45.1,27.7,9.9,4.0,13.9,25.0,114.6
1988-89,NBA,DEN,44,38,3,,29.8,6-5,197,,82,242.4,46.5,99.3,.468,2.8,8.2,.337,43.7,91.0,.480,22.2,28.2,.787,14.7,30.6,45.4,27.8,9.9,5.3,14.9,25.5,118.0
1987-88,NBA,DEN,54,28,1,,28.7,6-5,198,,82,241.2,46.0,97.1,.474,2.3,6.9,.342,43.6,90.2,.484,22.5,27.9,.804,14.2,29.8,44.0,28.0,10.1,4.9,14.5,24.2,116.7
1986-87,NBA,DEN,37,45,4,,28.2,6-6,196,,82,241.2,45.7,97.0,.471,1.3,4.8,.271,44.4,92.2,.481,24.1,31.3,.769,15.8,28.9,44.7,28.3,9.2,5.1,14.8,26.6,116.7
1985-86,NBA,DEN,47,35,2,,28.1,6-6,197,,82,240.9,45.2,96.0,.471,0.9,3.7,.233,44.3,92.2,.480,23.5,29.5,.798,14.9,28.3,43.2,26.1,10.1,5.1,16.3,26.4,114.8
1984-85,NBA,DEN,52,30,1,,28.3,6-6,199,,82,241.8,47.3,97.3,.486,0.9,2.9,.311,46.4,94.4,.491,24.6,31.3,.785,16.2,28.1,44.3,27.6,10.9,5.2,16.9,26.2,120.0
1983-84,NBA,DEN,38,44,3,,27.0,6-6,204,,82,241.5,48.0,97.4,.493,0.9,3.1,.302,47.0,94.2,.499,26.8,32.8,.818,13.8,29.8,43.6,30.3,8.7,4.3,16.4,27.8,123.7
1982-83,NBA,DEN,45,37,2,,27.2,6-6,202,,82,240.6,48.2,97.5,.494,0.3,1.5,.190,47.9,96.0,.499,26.6,32.9,.808,14.8,30.8,45.6,28.5,9.6,4.3,18.2,25.5,123.2
1981-82,NBA,DEN,46,36,2,,27.0,6-5,201,,82,241.8,48.5,93.4,.520,0.5,1.8,.268,48.0,91.5,.525,28.9,36.3,.796,14.0,29.8,43.8,27.7,8.1,4.5,17.9,26.0,126.5
1980-81,NBA,DEN,37,45,4,,26.8,6-5,204,,82,243.4,46.1,97.1,.475,0.4,1.8,.207,45.8,95.3,.480,29.1,37.2,.783,16.2,30.5,46.6,24.8,8.8,4.6,17.6,25.7,121.8
1979-80,NBA,DEN,30,52,3,,27.1,6-6,203,,82,241.8,42.2,91.1,.463,1.0,3.1,.325,41.2,88.0,.468,22.8,31.0,.737,16.0,30.8,46.8,25.4,9.1,4.9,18.7,23.4,108.3
1978-79,NBA,DEN,47,35,2,,26.2,6-6,205,,82,240.3,42.9,89.2,.481,,,,42.9,89.2,.481,25.0,34.6,.720,15.9,31.7,47.6,26.4,8.2,5.1,20.3,25.7,110.7
1977-78,NBA,DEN,48,34,1,,25.2,6-6,201,,82,241.8,43.3,90.7,.477,,,,43.3,90.7,.477,25.2,33.0,.765,14.4,33.4,47.7,26.7,10.0,5.1,21.3,25.8,111.8
1976-77,NBA,DEN,50,32,1,,27.3,6-5,203,,82,241.2,43.8,91.1,.481,,,,43.8,91.1,.481,25.0,33.9,.738,15.7,32.9,48.6,27.6,11.6,5.7,24.5,26.1,112.6
1975-76,ABA,DNA,60,24,1,,25.4,6-5,203,,84,241.8,48.3,95.7,.505,0.5,2.1,.230,47.8,93.5,.511,24.7,31.8,.779,15.6,33.0,48.7,29.1,10.6,6.4,20.9,23.7,121.9
1974-75,ABA,DNA,65,19,1,,25.2,6-6,199,,84,242.1,47.1,92.4,.509,0.3,1.2,.216,46.8,91.2,.513,24.3,30.3,.802,15.3,30.1,45.4,29.2,11.6,6.0,21.7,24.6,118.7
1973-74,ABA,DNR,37,47,5,,25.5,6-6,207,,84,241.5,42.3,95.7,.442,1.3,3.9,.329,41.0,91.9,.447,21.1,27.0,.782,17.3,32.1,49.4,23.9,7.1,4.9,17.6,24.8,107.0
1972-73,ABA,DNR,47,37,3,,24.8,6-6,207,,84,238.6,40.9,89.3,.458,0.9,3.6,.246,40.0,85.7,.467,26.8,35.6,.753,17.3,31.8,49.1,23.0,,,19.0,26.6,109.4
1971-72,ABA,DNR,34,50,4,,25.6,6-5,199,,84,241.8,44.1,98.2,.449,0.5,2.1,.230,43.6,96.1,.454,23.3,31.0,.751,19.4,34.0,53.3,23.8,,,17.3,27.8,111.9
1970-71,ABA,DNR,30,54,5,,25.0,6-6,203,,84,243.3,45.9,104.5,.439,1.2,4.8,.258,44.6,99.8,.447,25.7,33.8,.760,20.9,36.8,57.7,19.5,,,19.7,23.8,118.6
1969-70,ABA,DNR,51,33,1,,24.6,6-5,204,,84,242.4,44.6,99.8,.447,2.2,8.1,.275,42.3,91.6,.462,24.1,32.3,.746,19.3,38.4,57.7,19.3,,,16.7,24.6,115.4
1968-69,ABA,DNR,44,34,3,,25.6,6-5,203,,78,242.2,43.9,96.8,.454,1.0,4.0,.252,42.9,92.8,.462,26.0,35.5,.732,17.6,35.1,52.8,15.9,,,17.1,26.9,114.9
1967-68,ABA,DNR,45,33,3,,24.3,6-5,204,,78,241.3,40.0,93.2,.429,0.3,1.9,.168,39.7,91.3,.434,25.4,34.9,.727,,,52.8,13.4,,,16.6,25.5,105.7
