Season,Lg,Tm,W,L,Finish,,Age,Ht.,Wt.,,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1993-94,NBA,IND,47,35,3,,27.2,6-7,206,,82,240.9,38.6,79.5,.486,2.2,6.1,.368,36.4,73.4,.496,21.5,29.1,.738,13.8,29.4,43.2,25.1,8.6,5.6,17.6,24.1,101.0
1992-93,NBA,IND,41,41,5,,26.8,6-8,208,,82,240.9,41.1,85.6,.480,3.1,9.6,.326,38.0,76.0,.500,22.4,29.3,.766,14.9,29.9,44.8,26.1,7.5,4.9,15.3,24.9,107.8
1991-92,NBA,IND,40,42,4,,26.4,6-7,209,,82,243.4,42.7,86.3,.494,4.1,11.5,.354,38.6,74.9,.516,22.8,28.8,.790,13.2,31.3,44.5,29.2,8.6,4.8,17.1,26.1,112.2
1990-91,NBA,IND,41,41,5,,26.4,6-8,211,,82,241.5,42.1,85.3,.493,3.0,9.1,.332,39.0,76.2,.513,24.5,30.2,.811,12.4,29.0,41.4,26.6,8.0,4.4,16.5,25.5,111.7
1989-90,NBA,IND,42,40,5,,26.4,6-8,212,,82,242.4,41.2,83.0,.497,3.6,9.4,.382,37.6,73.6,.511,23.2,28.5,.816,11.5,29.1,40.6,24.7,6.7,4.3,16.4,24.0,109.3
1988-89,NBA,IND,28,54,6,,25.2,6-8,214,,82,242.1,41.3,84.7,.487,2.5,7.5,.328,38.8,77.2,.503,21.9,27.7,.789,13.0,30.5,43.4,24.5,6.9,5.1,18.9,25.7,106.9
1987-88,NBA,IND,38,44,6,,25.7,6-7,215,,82,240.3,41.9,87.2,.480,2.0,5.9,.336,39.9,81.3,.491,18.9,24.2,.780,13.1,30.0,43.1,24.1,7.5,4.2,16.1,24.9,104.6
1986-87,NBA,IND,41,41,4,,25.9,6-7,216,,82,243.0,42.1,89.3,.472,1.1,3.9,.297,41.0,85.5,.479,20.7,26.5,.782,13.8,30.0,43.9,26.5,8.5,3.8,15.6,25.6,106.1
1985-86,NBA,IND,26,56,6,,25.0,6-7,215,,82,240.9,42.0,87.2,.481,0.3,1.7,.161,41.7,85.5,.488,19.7,26.6,.739,13.9,31.9,45.7,26.3,8.0,4.6,18.5,26.0,103.9
1984-85,NBA,IND,22,60,6,,24.1,6-6,208,,82,241.2,42.5,89.3,.476,0.4,1.9,.194,42.2,87.4,.482,22.8,30.7,.744,14.6,32.0,46.6,23.7,7.6,4.5,19.8,27.3,108.3
1983-84,NBA,IND,26,56,6,,24.4,6-6,209,,82,241.2,42.0,87.0,.483,0.6,2.5,.232,41.5,84.4,.491,19.8,25.8,.766,12.2,29.2,41.5,26.5,10.2,4.9,18.6,25.1,104.5
1982-83,NBA,IND,20,62,6,,24.9,6-6,208,,82,241.8,45.2,94.2,.480,0.6,2.9,.212,44.6,91.3,.488,17.6,23.3,.758,15.8,28.0,43.8,26.2,9.2,5.0,18.7,25.4,108.7
1981-82,NBA,IND,35,47,4,,27.0,6-6,202,,82,241.8,40.6,87.4,.465,1.3,3.9,.326,39.4,83.5,.472,19.7,26.5,.741,13.9,28.9,42.8,23.1,9.2,6.0,17.0,24.9,102.2
1980-81,NBA,IND,44,38,3,,26.0,6-7,202,,82,240.6,42.6,88.4,.482,0.4,2.1,.178,42.2,86.3,.489,22.1,31.0,.715,16.2,27.6,43.8,25.5,10.2,5.9,18.2,24.5,107.6
1979-80,NBA,IND,37,45,4,,25.3,6-7,198,,82,242.1,44.4,93.8,.473,1.1,3.8,.280,43.3,89.9,.481,21.4,28.5,.751,17.0,28.4,45.4,26.2,11.0,6.5,18.5,24.1,111.2
1978-79,NBA,IND,38,44,4,,25.0,6-6,200,,82,240.3,43.6,91.8,.475,,,,43.6,91.8,.475,21.5,28.3,.759,14.9,30.9,45.8,24.5,8.4,5.1,18.7,25.5,108.6
1977-78,NBA,IND,31,51,6,,24.6,6-6,201,,82,241.8,42.7,94.9,.450,,,,42.7,94.9,.450,23.2,31.3,.743,16.9,32.0,48.9,24.2,9.9,5.6,20.0,27.2,108.6
1976-77,NBA,IND,36,46,5,,25.6,6-6,202,,82,240.9,43.0,95.6,.449,,,,43.0,95.6,.449,20.9,28.0,.746,17.2,31.5,48.7,24.5,11.3,5.6,19.6,24.8,106.8
1975-76,ABA,INA,39,45,5,,24.7,6-5,203,,84,242.1,44.5,101.5,.438,3.0,9.2,.324,41.5,92.3,.449,20.7,26.8,.772,19.2,32.6,51.8,24.8,11.2,5.5,17.3,23.6,112.6
1974-75,ABA,INA,45,39,3,,24.3,6-5,205,,84,241.2,46.3,99.6,.465,2.7,8.5,.312,43.7,91.0,.480,17.4,23.4,.744,19.9,30.5,50.5,22.9,10.6,4.9,18.4,23.2,112.8
1973-74,ABA,INA,46,38,2,,26.8,6-5,205,,84,242.4,42.2,93.9,.450,2.0,6.5,.315,40.2,87.4,.460,19.3,26.7,.725,17.5,34.5,52.0,21.7,8.8,5.5,18.5,22.9,105.8
1972-73,ABA,INA,51,33,2,,26.1,6-5,205,,84,242.4,43.7,94.6,.461,2.0,6.6,.312,41.6,88.1,.473,25.3,34.2,.739,19.2,35.0,54.2,22.1,,,19.2,24.5,114.7
1971-72,ABA,INA,47,37,2,,26.2,6-5,203,,84,242.4,42.9,92.9,.461,2.6,8.9,.293,40.3,84.0,.479,24.6,32.8,.749,18.7,35.8,54.5,20.6,,,18.1,22.7,112.9
1970-71,ABA,INA,58,26,1,,26.4,6-4,199,,84,242.4,45.2,97.6,.463,3.6,12.2,.299,41.5,85.5,.486,25.0,32.6,.768,16.9,35.2,52.1,24.6,,,17.0,23.3,119.1
1969-70,ABA,INA,59,25,1,,26.8,6-4,199,,84,241.5,42.8,94.0,.455,2.6,9.3,.274,40.2,84.7,.475,25.1,33.9,.741,17.8,35.0,52.8,21.7,,,17.7,25.3,113.2
1968-69,ABA,INA,44,34,1,,25.0,6-5,200,,78,242.6,44.5,98.8,.451,1.4,4.7,.299,43.1,94.1,.458,29.1,40.8,.715,20.6,36.2,56.8,19.9,,,19.5,27.0,119.6
1967-68,ABA,INA,38,40,3,,24.7,6-4,202,,78,241.6,40.7,94.8,.429,1.2,4.6,.267,39.5,90.2,.437,26.9,38.1,.708,,,54.6,15.1,,,18.0,22.9,109.6
